room_number,reviewer,review_content,review_rating,review_date
50200,검은파수꾼,"눈 많이 오던 날 가서 2일 연박 3번째 방문 좋음 204 예약하고 304 받았는데 경치는 더 좋으나 방은 더 추운편 여전히 청소시간 이모님들 소음은 있는 편 눈이 많이 왔지만 큰 도로는 스포츠 타이어 착용하고도 시원하게 다니기 괜찮음 제설작업이 아주 괜찮은 편이나 펜션 초입에서 나가는 내리막길에 제동이 안되서 만약 건너편에 차가 왔다면 스페어처리 가능 (눈오면 스노우타이어나 체인 필요) 온수 끝내주고 반신욕하기 너무 좋고 연박하고 어디 안나가고 펜션에서만 놀았는데 티비 크고 보드게임하고 뭐 하먹기도 좋고 침구류 푹신하고 아주 좋음 재방 의사 있음 사장님이 친절하시고 답변 바로 주시고 요구사항 잘 들어주시고 필요한 용품은 바로 바로 주심 위치가 아주 좋음 매번 서울 양재에서 가는데 1시간 10분 안짝으로 밤에 차없으면 50분 컷도 가능해보임 주변에 할 것도 많고 밥먹을 곳, 카페 등등 강원도를 아주 좋아하게 만드는 곳 겨울 뷰도 좋지만 봄,여름에도 좋을듯",10.0,16일 전
50200,신의김바비,오~~~~ 급하게 주말에 펜션알아보다가 괜찮은 곳이 보여서 바로 예약햇는데 정말 최고네요~ 우선 방은 복층인데다가 넓게 느꼇구요~ 티비도 1층에 하나 2층에 하나 잇어서 좋앗어요~ 저녁에 고기도 배란다에서 해먹을 수 잇어서 좋앗으나 많이 추웟네요 ㅠ 커튼같은게 잇지만 역시나 춥습니다. 사장님이랑 직원분은 너무너무 친절하셧어요~ 방이 조금 건조해요~ 그래도 싼가격에 좋은 곳에서 잘 놀다왓어요~ 담에 또 놀러갈 생각이 드네요~,7.2,24일 전
50200,검은파수꾼,두번째 방문기 일단 대설이 온 후에 방문했는데 제설작업이 너무 잘 되었고 겨울인걸 까먹을정도로 따뜻한 방입니다 바깥 뷰는 너무 이쁘고 퇴실도 너무 여유 주시고 재방도 알아봐주시고 밥을 해먹기에도 준비가 너무 잘 되어있고 이번엔 냄새도 안났고 물도 잘나오고 갖춘것도 많고 다 좋았네요 매점에 물같은것도 많으니까 혹시나 떨어져도 멀리 안가셔도 됩니다만 편의점도 3분내로 있어서 좋습니다 바베큐 사용하시기에도 너무 좋고 냉장도랑 냉동고도 큼지막하고 침구류 푹신한데 살짝 낡은게 흠이었죠 그리고 주변에 공사중이다보니 아침에 9시부터 포탄떨어지는소리 들리기에 주변 군부대에서 훈련중인가 했는데 덤프 닫는 소리였습니다 저처럼 밤귀가 밝으면 깰 수 있으니 그 점 참고하시고 외 에도 점심부터 청소 아주머니 옆방 청소하는데 소음과 대화 나누시는 목소리가 잠을 깨우는거 보니 방음이 좀 안되는것 같네요 제가 예민한게 아니고 저는 잘때 누가 업어가도 모릅니다 그리고 수건이 낡은게 껴있거나 뭐 바닥이 보일러가 갑자기 너무 뜨거운거 조심하면 만점이요,4.3,28일 전
50200,대빵차게,바베큐그릴이 좋아서 세번째 방문합니다 어렵게 예약했는데 3일 잘 쉬다가 왔어요 연인 쓰기에 딱 좋아요. 다만 이번엔 침구에 이물질이 좀 묻어있어서 아쉬웠네요,8.0,1개월 전
50202,4878521,단체로 놀러가기 좋아요. 보일러도 빵빵하고 바베큐도 사장님이 많이 도와주셔서 편하게 다녀왔어요! 해수욕장이랑도 꽤 가깝고 근처에 편의점도 많고 놀기 좋습니당 ㅋ ㅋ ㅋ 감사합니다 :),6.6,1년 전
50202,1269022,사장님이 직접 숯도 해주시고 친절하셔서 너무 좋았다는,9.6,2년 전
50204,개아들놈,깨끗이잘쉬다갑니다~~,9.5,4일 전
50204,차봉구,goooooooooood,10.0,1개월 전
50204,까야뛔,좋인서오늘또잡니다요,10.0,1개월 전
50204,여기어때회원281279,잘쉬었다갑니다 다음에 또 이용할게요,10.0,1개월 전
50204,대전땡,새벽3시 늦은시간이긴해도~ 예약후 간거라~ㅠㅠ 세상에 8층이라 물을 많이들 쓰는지 어떤지 욕실 샤워기가 무슨 병아리오줌 줄기마냥~~~~~ㅠㅠ 인터폰 누르니 받질않아 전화걸었더니 주인아주머니왈~~ 이제와서 어찌 해줄 방법이 없다나~?!?! 남편은 걍 급히 이동중이라 확인않고 들어온 울 잘못이라고~ 방 여유가 없음 환불이라도 해주던가~남편은 아예 씻지도 않았답니당~~ 8층 절대 묵지 마세용,10.0,2개월 전
50206,상퇘,펜션 사진이랑 방문하여 펜션 내부를 확인하였을때 거의 다를거 없이 사진과 동일하였습니다 청소도 아주 잘되있어서 군더더기 없이 깔끔하였습니다~~ 물론 펜션 사장님도 너무 친절하십니다ㅎㅎ 하지만 후라이팬은 없어서 필요하신분들은 참고하셔요~~저희는 후라이팬이 필요가 없어서 불편한건 없었습니다 방도 너무 따뜻해서 추운거 모른채 잠도 잘잤습니다ㅎㅎ 재밌게 잘놀다왔네요~~~추천드립니다~~,9.4,1개월 전
50206,광화문팀장,사장님 부부 너무 친절 하셔서 좋았어요~ 방 따뜻하고 깔끔 했고 화장실도 깨끗했어요:) 잘 쉬다 왔어요ㅎㅎ,10.0,2개월 전
50206,여든여섯요리사,깨끗하고 예쁘고 따뜻하고 편안했어요♡ 담에 춘천가면 또 갈게요^^,10.0,2개월 전
50206,최강창틀,방도 따뜻하고 예쁘고 좋았어요~!,10.0,2개월 전
50206,79세키보드,아기자기한 인테리어에서 잘쉬다가요^^,10.0,3개월 전
50207,몸짱50,출장시에 자주 이용합니다. 사회적 거리두기에따라 조식 제공을 받지 못했으나 여기 조식 좋습니다.,9.3,15일 전
50207,이거어때는요,객실 항상 깨끗히 치워주시고 음료수 물 채워주셔서 좋아요 위치도 편의점 파바 음식점 롯데마트 다 가깝구요 다만 무인호텔인데 1인 1주차 입실 시에는 프론트에 전화해야하는게 조금 불편했어요 그래도 프론트 직원분들 다들 친절하시고 난방은 엄청 빵빵해서 더울정도라 좋았구요 여수 출장시에 자주 이용합니다!,8.6,21일 전
50207,z1000sx,오토바이타고 혼자 놀러다니는 사람입니다 숙소너무깨끗하고 1실 1주차도 너무 좋네여 앞으로 여수놀러오면 고정으로 삼아야겠습니다,10.0,2개월 전
50207,멕시코시티얼룩말,다 좋아여 방이 좀 추웠지만..,8.3,15일 전
50207,흥디,쾌쾌한 냄새가 나고 제일 문제는 둘 다 수건인지 이불인지 알러지 일어나서 잠도 못자고 힘들었어요 이런 적이 처음이라 후ㅜ 시설 등 나머진 괜찮았어요,10.0,1개월 전
50209,야당에서,자주가는곳인데 너무 깔끔하구 위치도 대박 좋습니다. 카운터 분들도 요청하는거 바로바로 처리해주시구 무엇보다 화장실을 중요하게 생각하는데 정말 화장실도 깨끗하고 비품도 많아서 머무는데 너무 좋았습니다~,10.0,11시간 전
50209,뚜땅뚜땅,예전부터 자주 이용했는데 위치 교통 청결도 시설 전부 좋아요 다시 찾게되는 이유가 있어요! 요새 코로나 때문에 어디 가기가 꺼린데 방역도 잘 하시는 것 같아서 너무 좋았어요! 또 이용할게요😊,10.0,23시간 전
50209,109세목탄,뚜땅뚜땅님 안녕하세요. 2월호텔 동성로점입니다. 여러가지 요소가 마음에 쏙 드신거 같아서 저또한 마음이 좋네요 :-) 항상 만족하실수 있도록!! 더욱 노력하는 2월호텔 동성로점이 되겠습니다. 감사합니다.,7.0,19시간 전
50209,춘천과학자,서비스부터 모든게 다 완벽했어요. 처음 가봤는데 방도 넒고 따뜻하고 깨끗했어요. 정말 다시 가자해도 무조건 갈 수 있어요. 너무 좋은 시간을 보내고 왔습니다. 분위기부터 모든게 좋았어요.,9.6,2일 전
50209,홍꼬미,109세목탄님 안녕하세요. 2월 호텔 동성로점입니다. 고객님의 후기를 읽다 보니 기분이 좋아졌습니다. 칭찬은 고래도 춤추게 만든다고 하죠. 저희 호텔에 대한 칭찬을 많이 남겨주셔서 감사합니다. 한결 같은 호텔로 고객님이 언제나 오고 싶은 곳이 되겠습니다. 감사합니다.,10.0,2일 전
50211,천사와악녀모모,깨끗하고 좋아요 방도 따뜻하고 물도 잘 나와요 202호 묵었는데 다음방도 가고 파요,10.0,1개월 전
50211,대장경,직원들이 잤는데 그냥 평범했다고 하네요,10.0,2개월 전
50211,대장경,시트는 깨끗해 보였습니다. 근데 다음날 피부가 간지러웠습니다.,8.6,2개월 전
50211,바람과함께살빠짐,시설은 어느모텔과 다른게 없지만 청결상태는 추천하고싶지않을정도의 청결상태이다. 머리카락은 이불과바닥에 많이 눈에 띄고 공기청청기가 있어 좋다고 생각했지만 필터는 교체주기를 모르시는지 필터상태는 최악이였다,9.6,2개월 전
50211,효바링,그냥준수합니다.....,10.0,3개월 전
50212,투윈맘,일단 바다앞이라 뷰가좋고요 방도 따뜻하고 침대가 따뜻해서 보니 전기매트가 깔려 있네요 밖에 나가지 않고도 바다보며 커피도 한잔하고... 사장님도 친절 하시네요 편안한 1박하고 갑니다,9.3,1개월 전
50212,71세우주레인저,크리스마스를 기념 해서 사람 없는 한적한 곳에서 즐기고자 동해 바다를 보고 싶어 이 펜션이 마음에 들어 예약했는데 완전 좋았습니다 룸 컨디션은 정말 깔끔 했고 숙소 앛에서 보이는 오션뷰는 정말 기가 막혔네요 근처 영덕대게 시장도 있고 객실에 비치된 그릇도 넉넉하니 깔끔하게 비치 되있어서 좋았습니다 주차시설도 넉넉하고 다음에도 영덕 놀러오게 되면 또 이용할 것 같네요 아래 사진은 숙소에서 보이는 오션뷰 사진입니다,10.0,1개월 전
50212,독도딱총나무,너무너무 좋아요 깔끔하고 굿굿,10.0,3일 전
50212,czar,오션뷰가 제대로인곳,9.6,1개월 전
50212,송운andy,"펜션시설 및 주변 위치, 탁트인 동해안의 모습 넘 예쁘고 좋앗어요ᆢ 다음에 영덕여행때 또 찾을꺼에요^~^",10.0,3개월 전
50213,,,10.0,
50214,mirei0514,무난하게 잘 쉬다 갑니다,10.0,2개월 전
50214,민호연2019,좋아요좋아요 좋아요,10.0,3개월 전
50214,민호연2019,좋아요좋아요 좋아요,8.4,4개월 전
50214,11804535,방이 아담하니 좋네요 담배 냄새랑 화장실 청결은 좀 깨끗히 부탁드려요,10.0,9개월 전
50214,민경이내꺼,잘 쉬다 갑니다~~~~,8.0,12개월 전
50216,용추폭포얼음마녀,산좋고 물맑고 공기 상큼하니 잘다녀왔습니다~ 넘 좋네요~^^ 또한번 편안히 잘쉬고왔네요~,8.0,4개월 전
50216,용추폭포얼음마녀,늘 힐링하고 오는 그곳~♡ 감사합니다~^^,1.3,4개월 전
50216,용추폭포얼음마녀,깨끗하고 시원한 계곡과 유기농야채도 주시고 넘나 예쁘고 깨끗한 숙소까지~ 뭐하나 부족한것없이 잘쉬고왔습니다~ 행복했습니다~♡♡♡,9.1,7개월 전
50216,shrose,좋은글 정말 감사드립니다~~♥,8.0,6개월 전
50216,시원찮은군단장,방도 큰방으로 바꿔주시고 이것저것 친절하게 챙겨주셔서 감사했어요ㅎ덕분에 기분좋게 잘 놀다왔어요ㅎ 다음에 날풀리면 또 갈게요. 번창하세요^^!,10.0,1년 전
50217,타임캡슐공원반바지,너뮤 좋아요 깨끗하고 따뜻해서 편하네용 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 히,10.0,3시간 전
50217,차우차우다,조용하고 시설도 깔끔해서 좋았습니다 무엇보다 스낵바가 있어서 뽀글이랑 토스트를 자유롭게 이용할수있다는게 큰장점이네요~,10.0,23시간 전
50217,타임캡슐공원반바지,차우차우다님 안녕하세요. 저희 The B를 찾아주셔서 감사합니다. 소중한 리뷰도 감사드리며 다시 찾아뵙게 되면 더욱더 친절하고 좋은 모습으로 반기겠습니다. 항상 건강하시고 좋은 하루 보내세요,,16시간 전
50217,토성증손,전기장판이 있어서 옴총 따뜻해서 좋았어요 방도 깨끗하고 냄새도 젛았어요 굿굿 편하게 잘 쉬다 갑니당 최고 최고 최고 최고 최고 최고 최고 최고 최고 최고 최고 최고 최고 최고 최고,8.2,1일 전
50217,바람의아들래미,타임캡슐공원반바지님 안녕하세요. 저희 The B를 찾아주셔서 감사합니다. 소중한 리뷰도 감사드리며 다시 찾아뵙게 되면 더욱더 친절하고 좋은 모습으로 반기겠습니다. 항상 건강하시고 좋은 하루 보내세요,7.6,1일 전
50218,9674953,사장님도 친절하시고 방도 정말 깨끗하고 이불냄새도 좋았어요♡ 통영펜션추천입니다. 바닷가 뷰도 짱 좋아요,10.0,1년 전
50218,어둠침침한슈퍼문,거울볼때가없어서아쉽고 침대방이추워요 ㅠㅠ바닥은 완전 뜨거움 짱,6.6,1년 전
50218,꿀봉양봉,너무 깔끔하고 사장님 너무친절하십니다 방음이 좀안되고 화장대가없는게 좀 ㅋㅋ 그외엔 다 좋았습니다 다시놀러올게요,4.6,2년 전
50219,메크로녀,잘 놀다갑니다!!!,9.7,5개월 전
50219,상현123,이번휴가 파라다이스로 잘다녀왔습니다 사장님 친절하시고 방도 넓고 깨끗하네요 잘먹고 잘쉬다 갑니다,10.0,1년 전
50220,아들셋맘81,저희 열가족이 지내기에는 편했습니다. 다만 복층에 있는 방들이 습해서 냄새가 많이 나서 선풍기 틀고 창문 열고잤어요 작은방 두개는 에어컨이 없구요 베개.이불도 냄새가 많이 났어요. 페브리즈 뿌렸는데도 소용이 없네요. 방 마다 문소리가 크게 나서 잠이 자주깨네요 주인분들은 친절하셨어요 청결만 신경써서 하시면 재방문의사 있어요.,10.0,4개월 전
50220,쵠지록혁,이불빨래좀.. 해주세요 눅눅하고 냄새납니다...,10.0,6개월 전
50220,노란색메간,정말 별로였음 다른 작성자 말 믿을껄....,10.0,1년 전
50220,미세한환상,사장님친절하시구 괜찮았어요,9.6,1년 전
50220,언니차뽑았다,숙소가 에어컨 안틀어도 시원하고 깨끗했어요 사장님도 친절하고 여름휴가 잘보내고 왔어요~,10.0,1년 전
50221,흥부마을흉,광안리에 오랫만에 놀러와서 하루 잘 쉬다가 갑니다. 혼자 왔지만 둘이 와도 편할거 같아요. 조명도 은은하니 좋아요 어메니티도 세심하게 신경쓰시는 부분들이 보입니다. 푹쉬었습니다 번창하세요~^^,10.0,11시간 전
50221,아아님이시다,여기 여사장님 정말 친절하세요! 갈때마다 조곤조곤 상냥하신 말씨에 맘이 사르르르 녹습니다 😆 컴퓨터는 방마다 간혹 안 켜지는 경우도 있지만 방도 뜨끈하고 은은한 조명에 맘 편히 쉬다 와요❣️,10.0,2일 전
50221,thfwlrflqb77,여자분께서 사장님이신지는 모르겠으나 정말 친절하셨어요 그냥 친절하신 것 말고 전문 서비스직에 오래 종사하신 느낌이었습니다 방도 깔끔해보이고 좋았는데 병에 든 어메니티는 누군가 많이 쓰다 남은 것이었고 침대나 몇 곳에 누군가의 털들이 조금 있었어요 ㅠ_ㅠ 그래도 침구류에서 까만 먼지가 묻어나지않고!! 1층에 물도 한 병 더 가져갈 수 있게 되어있어서 좋았습니다 있다보니 추워서 바닥 보일러를 높이고싶었는데 계속 22도?23도? 에서 멈추더라구요 ㅜㅜ 따로 전화를 드려야하는건가요??ㅎ 그래도 나름 쾌적한 기분으로 잘 쉬다왔습니다! 또 가고싶은 곳이에요!!,10.0,7일 전
50221,긴요한가지,잘있다가 갑니가 깔끔하니 너무 좋네요 일회용품도 잘 되있고 ㅎㅎㅎㅎㅎ 무엇보다 가성비를 생각하는데 가성비가 정말 좋습니다.ㅎㅎㅎㅎㅎㅎㅎ 다음에도 이용할게요 ~~ !!!( ^^*),9.8,10일 전
50221,비만여우,광안리 갈때마다 항상 이용하는 곳 입니다... 바닷가도 가깝고 주변에 먹을곳도 많아요~~ 시설도 깨끗하고 좋아요 주차도 괜춘합니다 특히 사장님이 너무너무 친절합니다 계속 이용할께요~~~,10.0,11일 전
50222,오리꼬기,여자 네명이 첨으로 가는 부산여행이어서 넘 설레고 기분이 업 되어 있으면서 4명이 한방에서 잘 수 있는곳이 어딜까 엄청 검색해서 찾았는데 바로 이곳 브린운도트 송정~~ 바다가 한 눈에 보이고 너무 친절한 직원분들 깨끗한 곳 따봉이었슴당^^,9.3,2일 전
50222,총명한나나,역시 브라운도트 만한데가 없네요. 탕도 넓고 침대도 좋고 탕에서 티비도 볼수있고 뭐하나 나무랄데 없어요. 이가격으로 어디 비교되는곳이 없을정도입니다. 주말 입실도 3시라 괜찮네요...,10.0,3일 전
50222,이쁘고이쁜미어캣,오션뷰룸은 아니었지만 그래도 깨끗하고 좋았습니당! 다음에는 오션뷰 룸에도 가보고싶네요! 방 안에 바닥에도 따뜻하게 불이 들어와서 좋았어요^_^ 그리고 수압 약한곳이 진짜 많은데 여기는 수압이 세서 좋았어요!,9.5,4일 전
50222,답답한시민,숙소도 깨끗하고 급하게 찾아서 예약한건데 완전 사진이랑 똑같았어요!! 추운곳에 있다가 숙소 들어가면 완전 따뜻하고 좋았는데 계속 숙소에만 있다보니 너무 더웠어요ㅋㅋㅋㅋㅋㅋㅋㅋ... 그거 빼곤 완벽했습니다!!!,9.0,14일 전
50222,VIPGuest,답답한시민님 안녕하세요.저희 호텔을 이용해주셔서 대단히 감사드립니다 항상 변치 않는 브라운도트 송정점 되겠습니다 감사합니다,10.0,6일 전
50233,새싹사냥꾼,2번째인데 정말 좋아요,8.3,14일 전
50233,새싹사냥꾼,너무 잘쉬다 왔어요,6.0,29일 전
50233,그녀의발냄새,편하게 잘 쉬다가 갑니다.,5.3,6개월 전
50233,그녀의발냄새,편하게 잘 쉬고 갑니다!,1.0,6개월 전
50233,모르게떠요,깨끗하고좋아요!!!!,10.0,1년 전
50237,헤헤히히힣,놀러갈때마다 이용하는호텔이에요 근데 이번에갔을때 가격은 더 비싸졌는데 컴퓨터도안되고 스파도안되고 충전기도 다 안되고 탁자도없어져서 좀 아쉬웠어요 미리 얘기라도해주섰음좋았을텐데요! 빨리 고쳐졌음좋겠어요,9.5,1개월 전
50237,키키하우,정말로 깔끔하고 연인들이 가면 좋을것 같았어요~ 그리고 시설도 너무 좋았고~ 음.. 일단 연말에 가면 정말로 괜찮을것 같네요~ 해운대 신시가지랑 가까이 있다보니깐 나가서 테이크아웃하고 부담도 덜하고 그러니깐 정말로 괜찮은것 같더라구요~ 해운대역에서도 그리 멀지않아서 대중교통이용시에도 가까워서 좋은것 같아요 무튼 정말로 추천드리고 해운대로 오신다면 여길 추천드려요,10.0,2개월 전
50237,jaejin100,좋았습니다. 조금 시설 이 낙후된 것 빼고요.,10.0,7일 전
50237,의식적인승무원,예약하고 다른데감 주차장 깔끔,8.3,2개월 전
50237,헨젤이그랬을까,잘 쉬었다가 갑니다,10.0,2개월 전
50239,아담나라,제주공항에서 102번버스타면 15분안에 도착. 걸어서 3분이내. 하나로마트 3분거리. 다이소 3분. 거의 모든 편의시설이 근접한 호텔이죠. 2박동안 묵은 이방은 특히 테라스가 참 좋아요. 바다가 보이는 완벽한 뷰가 최고죠. 테라스에서 주변을 완벽히 볼수 있죠. 욕실도 깨끗하고 침구도 좋고. 조식이 무료라서인지는 몰라도 가짓수가 좀 적었네요. 아쉬운건 밥이 고드밥. ㅎㅎ 그래도 맛있게 배부르게 먹었어요. 바다뷰 객실은 정말 조용했어요. 정말 조용하고 차분하게 힐링한 시간이었어요.,9.4,1개월 전
50239,우진문,객실상태 양호하고 깨끗하게 잘 정리되어 있었습니다 수압이 엄청나게 세네요 로비에서도 친절히 응대해주시고 편하게 쉬다가 갑니다 번창하세요~^^,10.0,2개월 전
50239,비파향,서비스 및 시설 모두 좋네요.조식도 추가 인원까지 공짜로 주고 호텔앞 전망도 좋고.. 잘 쉬었다 왔네요.,10.0,2개월 전
50239,우진문,오션뷰가 멋진 호텔입니다 잘 쉬었다갑니다,10.0,1개월 전
50239,샤샤님,깔끔해요 침대1개 빼면 더 좋을듯ᆢ 오션뷰,10.0,2개월 전
50240,시끌벅적한윌리암,"자주 이용하는 곳입니다. 저렴한 가격에 따뜻한 방 이용할 수 있어서 좋은 곳이고 샴푸, 바디워시, 린스, 비누, 치약 등 일회용품이 비치되어 있어서 청결하게 하룻밤 묵을 수 있어서 좋아요",9.7,18일 전
50240,귤향기가나,일정에 차질이 생겨 급하게 어플로 찾아서 예약을 하게 되었는데 가성비 모텔로 딱 좋습니다 도로 옆 골목에 있어 찾기도 쉬웠고 사장님 응대 잘 해주시고 건물이 오래 된 느낌이였는데 엘리베이터가 있어서 살짝 당황?ㅋ했지만 짐이 좀 있어서 편하게 방까지 이동했네요 방 내부 깔끔하고 화장실 겸 샤워실이 방과 분리가 되어 있어 더 좋았습니다 있을거 다 있고 하루 이틀 쉬다 가기 좋을거 같습니다 푹 잘 쉬다 갑니다,10.0,18일 전
50240,코알라7809,터미널이랑 가까워요 조용하니 하루 지내기 좋습니다 체크아웃 시간이 한시라 예약했어요 오래된 걸 감안해서 기대없이 간거였지만 엘리베이터가 있어서 짐이 있었던터라 편안했어요 사진이나 밖에서보고 당연히 없을 줄 알았는데 사장님 친절하게 전화 받아주시고 진주에 갈 일이 있음 재방문하고 싶어요,10.0,29일 전
50240,시끌벅적한윌리암,항상 저렴하게 잘 이용하다가 갑니다. 바닥이 따뜻하고 전기장판 작동이 잘돼서 좋았어요. 그리고 저번에 묵은 방은 헤어 드라이기가 제대로 작동 되지 않아서 머리를 잘 말리지 못했는데 이번에는 잘 작동돼서 좋았어요.,10.0,1개월 전
50240,시끌벅적한윌리암,방이 따뜻하고 전기장판도 잘되고 온수도 잘나와서 좋았습니다. 그리고 일회용품이 잘 비치되어 있어서 씻을 때 유용하게 잘 사용했습니다. 티비크기도 적당히 커서 침대에 누워 시청하기 좋았어요,10.0,1개월 전
50242,한우왕,잦 가는곳인데너무좋어요 ㅎㅎㅎㅎㅎ방도깔끔하구 좋습니닿ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ화장실도넓고 욕조가있더라구요 침대도깨끗하고 배개이불도 다깨끗히빨래되잇엇습니닿ㅎㅎㅎㅎ다음에도 또이용하겠습니다!!!,7.4,15일 전
50242,크큐,좋아요 가격시설 좋아요 가격시설 좋아요 가격시설 좋아요 가격시설 좋아요 가격시설 좋아요 가격시설 좋아요 가격시설 좋아요 가격시설 좋아요 가격시설 좋아요 가격시설 ㅇㅇㅇㅁㅇ,10.0,20일 전
50242,크큐,시설 가격 좋습니다 시설 가격 좋습니다 시설 가격 좋습니다 시설 가격 좋습니다 시설 가격 좋습니다 시설 가격 좋습니다 시설 가격 좋습니다 시설 가격 좋습니다 시설 가격 좋습니다 시설 가격 좋습니다,10.0,21일 전
50242,알맞은참모,문서 작업이 가능한 객실로 업그레이드 해주셔서 일 잘 마치고 올라갑니다.. 리뷰 작성이 늦었네요. 새해에도 번창하세요~~~!!,10.0,1개월 전
50242,한우왕,알맞은참모님 안녕하세요. 중요한 문서작업을 잘 마칠 수 있으셨으니 뿌듯합니다^^ 다음에 또 창원에 오실 일 있으시면 꼭 뵐수 있기를 기원합니다. 그때까지 행복하시고 새해에도 좋은 일 많이 생기시면 좋겠습니다!! 감사합니다~!,6.3,1개월 전
50243,코스타리카목동좌,"주인분 친절, 가성비 좋고 해안이랑 가깝습니다~ 초큼 방음이안됨",9.1,2개월 전
50243,재희69,사장님께서 친절하시구 편안하게 지냈다가 갑니다! 커튼이 반투명 흰색이여서.. 밤에는 불키면 밖에서 보이더라구요ㅜㅜ...🤦🏻‍♀️ 다른건 다 만족입니당!,10.0,4개월 전
50243,파란사나이,매년 가지만 항상 사장님 친절하시고 테라스 경치도 좋고 조용하고 방도 깨끗하고 좋아요 힐링 하고 갑니다,9.3,5개월 전
50243,소인국쑥,일단 위치가 너무 좋았어요 상주은모래비치 도보 5분이라 해수욕하고 모래투성이가 되서 걸어와도 마당에서 헹궈내고 객실로 가서 씻으면 되는 구조라서 아이들 데리고 물놀이 잘하고 왔어요. 마당에 튜브바람넣는것도 있어서 잘 사용했어요.객실 내부도 엄청 깨끗 깔끔하고 테라스에서 바베큐해먹을수 있어서 좋았어요. 사장님 내외분이 엄청 친절하셨구요 사모님 미모가 엄청 연예인급이라 부러웠습니다. 번창하시길바래요^^,10.0,5개월 전
50243,미쏘니띠우,사장님 내외분은 친절하셨습니다 방도 깨끗했네여~ 에어컨만 좀 더 신경써주시면 좋겠습니다~! 에어컨에 먼지들이 넘마났어요ㅠ,10.0,6개월 전
50245,일산사람,"주차장이 잘 되어 있어서 좋습니다.,, 객실은 세련되지 않지만 깨끗하고 넓어서 좋습니다. 그런데 날이 추워서 그런지 객실이 조금 추웠던거 같습니다. 추운거 말고는 모두 만족스러웠고 사장님 또한 친절하십니다",9.1,2일 전
50245,땡초어매,"광명에 갈 일 있으면 항상 여기만 가게되요 방도 따듯하고 침구류도 깨끗해서 좋아용!! 따수운 물도 수압도 좋구요~ 주차장도 지상,지하 넓어요!!! 카운터 사장님도 친절하시고 다다다 좋습니당",10.0,3일 전
50245,지구칼럼니스트,"다음 출장시에도 여기 방문하겠습니다. 주차서비스도 좋고, 직원분들도 다 친절하셔서 재 방문 의사가 매우 높습니다. 방 상태는 두말 할것도 없이 청결하고, 주변에 먹거리도 길만 건너면 바로 있어서 이동 동선이 짧아 좋습니다.",10.0,9일 전
50245,지구칼럼니스트,광명에 출장오면 여기는 무조건 옵니다. 길만 건너면 바로 앞에 고깃집도 있고 그리고 같은 라인에 국밥집이랑 편의점 시설들도 가까워서 매우 좋습니다. 매번 올때마다 직원분들도 친절하고 시설도 깨끗해서 잘 쉬다가 갑니다.,10.0,12일 전
50245,bchany,"출장왔다가 하루묵었습니다. 객실상태 깨끗하고, 주차장도 여유있고, 넓었습니다. 사장님이 직접나오셔서 주차안내까지... 다만, 수압이 약해서 물이 강하질않네요. 그것은 흠입니다. 그외 전반적은 만족합니다",10.0,22일 전
50247,,,9.6,
50248,민보93,크리스마스 기념으로 여자친구랑 갔다왔는데 좋은추억 많이 쌓고 갑니다! 사장님도 너무너무 친절하시고 개인 바비큐에 스파까지 아주 청결해서 잘 이용하고 갑니다! 복층이라 조금 추울줄 알았는데 오히려 더울정도로 따뜻하게 잘 쉬었습니다! 한적하고 조용해서 커플끼리 오기 너무 좋은 펜션이네요! 다음에 또 가평쪽으로 놀러갈일 있으면 또 예약할 생각입니다! 진짜진짜 완젼 추천입니다!!,10.0,1개월 전
50248,여기조아조앙,좋아요좋아요좋아요좋아요,10.0,8개월 전
50248,특출한사과나무,좋아요~~~ 담에 또 갈듯~~~~~~,10.0,1년 전
50248,5946523,햄볶고 가요 ㅋㅋ ㅋ♡♡,10.0,2년 전
50249,분명한휴일,"1. 오션뷰 : 우선 숙소안에서 전면창으로 볼 수 있고, 개인테라스에서도 볼 수있는 오션뷰가 너무 좋았어요!! 추천추천 2. 청결함 : 숙소 시설과 침구류 등 전반적인 것들이 깨끗하고 좋은 향기가 났어요 ㅎㅎㅎ 3. 친절함 : 사장님 센스와 친절함이 쏘스윗 필요한 것들을 준비해주시고 챙겨주셨어요 ㅎㅎ 4. 개인테라스 : 날씨가 추워서 개인적으로 아쉬웠지만, 담요도 챙겨주시고 바베큐 준비도 빠르게 도와주셔서 좋았어요. 요즘 시국에 저녁에 야외에서 바베큐를 해먹을 수 있다는 것만 으로도...🥰 5. 소감 : 날이 조금만 더 따뜻해지면 또 가고 싶어요 ㅠㅠㅠ!!! 그땐 더 오래 야외 테라스를 즐기고 싶어요",9.4,1개월 전
50249,잠와야,진짜 좋았어요! 사장님도 친절하시고 깨끗해서 행복했습니다. 근처에 차타고 10분이면 마트에 갈 수 있어서 좋았고 특히 근처에 편의점이 있어서 부족한 것들을 쉽게 살 수 있어서 더 편리했습니다! 그리고 바베큐 할 때 조미료랑 다양한 것들이 준비 되어 있어서 개인적으로 편리하게 사용하고 요리 할 수 있어서 더 좋았어요! 다음에 또 기장 쪽에 여행오게 된다면 이쪽으로 다시 예약할거같아요!,7.0,1개월 전
